number_of_air_conditioners,ac_power_hp,number_of_refrigerators,number_of_televisions,number_of_fans,number_of_computers,average_daily_usage_hours,season,house_size_m2,insulation_quality,has_water_heater,washing_machine_usage_per_week,monthly_energy_consumption_kwh,monthly_electricity_bill_egp
4,1.5,2,3,1,2,7.878922050347121,winter,226.3340561742363,medium,1,4,3305.0134062305915,3963.6460955242223
2,3.0,1,1,2,1,4.348596448059139,summer,120.26509093583891,high,1,2,1995.6199953351152,2396.607364912087
1,3.0,2,2,4,0,8.445214923433598,summer,128.2415467295425,low,0,4,3356.0576561338166,4026.358263710672
0,1.5,1,3,2,2,6.623900576058381,summer,50.0,high,0,1,1028.2857520380262,1237.7836096179658
3,2.25,2,1,1,2,5.613095397341921,winter,159.78699163791305,high,1,2,2678.357625596227,3214.9438860210066
3,1.5,2,3,1,0,5.538984879697019,summer,185.91058662355368,low,1,5,3446.513489286983,4137.306686526921
0,1.5,1,3,2,1,5.55960552140236,winter,50.0,low,0,6,984.8014790645353,1187.2554232096636
3,2.25,1,1,3,0,8.424193229856183,winter,157.85101072575677,low,1,2,2963.4916363863063,3552.0011364264005
4,3.0,2,0,1,1,9.724986505766122,winter,223.96318651998112,medium,0,2,4624.684541287258,5549.821566299229
4,1.5,2,3,1,1,7.591941790542187,winter,190.70361426641264,low,0,3,3275.275826758761,3925.4420794065963
4,2.25,1,2,2,1,4.538782447148026,summer,216.54305623965303,medium,1,3,2994.1331758264864,3603.104766069681
2,3.0,2,0,1,2,3.848519569033317,winter,109.38004503317137,high,1,6,2475.1452192963648,2959.6151319005958
0,2.25,2,3,3,0,3.5866716746647334,winter,50.0,medium,1,6,1961.192715601407,2357.64237366477
4,3.0,2,2,3,1,6.9523379118313855,winter,213.43432568873143,low,0,6,4476.736169721151,5385.005746953053
1,2.25,1,2,2,2,9.21607436172725,winter,100.18649758692116,low,0,3,1723.7497135829035,2063.253188276625
4,3.0,2,1,0,0,5.875379332973765,winter,185.82705412120328,medium,0,3,3460.1192777523634,4154.904179398224
2,1.5,1,0,4,0,4.054938513917779,summer,111.72641171451437,low,0,1,1614.6402863010376,1940.476209354642
1,2.25,1,0,3,1,6.113548468943749,summer,91.49320099269396,high,0,6,1436.5176757388194,1729.1174483000982
0,2.25,1,1,3,0,8.555035119555159,winter,50.0,low,0,1,947.1987702096592,1133.7266161978837
0,1.5,2,3,4,1,8.450451043882993,winter,81.89255166378899,medium,1,6,2137.6405799015824,2567.0122925638657
4,2.25,2,3,2,2,5.776185067732664,winter,230.1708412021706,low,0,6,3496.739968168,4196.230812979079
1,1.5,2,2,1,0,6.367757114042128,summer,96.60873748678166,low,0,2,2356.0780816341157,2823.575904737732
1,2.25,1,2,2,0,7.418591919283188,summer,81.52960158744014,medium,0,4,1693.774320858265,2034.7037753596771
4,2.25,1,2,0,0,6.585431804156369,winter,220.63958540644762,low,1,2,2915.2312768426686,3501.9514845823187
4,2.25,1,2,0,0,4.702205282347908,winter,228.93761932526172,low,1,0,2374.9202169189957,2859.3920673282223
3,3.0,1,1,4,1,8.41811281320099,summer,175.3732713516494,medium,0,2,4431.827982165424,5316.89755637192
3,2.25,1,3,0,0,6.062826222647951,summer,168.92579750007758,low,1,3,3452.2033502287336,4146.876688164275
4,1.5,1,2,0,0,5.404858278277848,summer,231.96658337424174,high,0,4,2081.9272477580553,2505.0219773811873
2,3.0,1,0,4,2,4.971165138720299,summer,121.46627480807189,medium,0,5,2313.8669233878236,2779.8777783499304
3,2.25,1,2,4,0,9.145811692480017,summer,161.22520178533,medium,1,3,4027.4088681272683,4836.84439039583
4,2.25,2,2,4,1,5.087942368166813,winter,220.31619146254923,medium,1,6,3160.7453794764647,3799.5333757328763
1,1.5,2,3,4,1,7.912384684093178,summer,94.79141143553122,low,1,2,2821.0430978252507,3376.9778716577493
3,3.0,2,2,4,0,5.106751393948781,summer,179.8570902132922,low,1,3,4731.427852925692,5678.608716591531
2,2.25,2,1,3,1,4.732833211235455,summer,105.77421351993547,medium,0,6,2758.884870719274,3308.0563572162773
0,2.25,1,3,1,0,5.926559299337796,summer,50.0,low,0,1,933.0762897451885,1115.157837138019
1,3.0,2,3,4,1,9.597198824304854,summer,98.16610554919168,low,1,3,3790.5915288991223,4557.650062787012
2,1.5,1,2,1,2,8.799558471187407,winter,140.75432777242855,high,1,4,1678.5915803445212,2012.2184072082969
2,3.0,2,1,0,2,4.940835078080188,summer,153.2492179288099,high,1,0,3014.1991343581767,3619.5749291015372
2,1.5,1,3,3,0,5.534385137630697,summer,137.57062484195,medium,1,4,1882.0913607214452,2252.6621596893247
1,2.25,2,0,4,2,7.257211906408736,winter,103.00610701939819,medium,1,3,2423.8103613970243,2915.9241780635984
2,3.0,2,2,3,1,5.992377855154604,winter,103.79663009269038,medium,0,4,2705.6879217311475,3248.246599483071
0,3.0,2,3,2,1,9.105413868381106,winter,50.0,medium,0,0,1915.5237035321838,2307.7047588717955
3,3.0,1,2,1,0,6.839000483020615,winter,187.48569962381663,high,0,5,2132.398628677465,2557.0283281137504
1,2.25,2,0,4,0,9.034326619893761,winter,103.43659707259513,low,1,4,2575.3152640342314,3086.701294391478
2,2.25,2,2,1,2,4.789090090579615,winter,100.01675341565195,low,1,4,2701.5706937759064,3245.787487030055
4,1.5,2,2,1,1,7.793869388453031,summer,196.6690151910658,low,0,1,4591.511256972254,5510.348229496198
3,2.25,2,1,2,1,5.89101810452245,winter,195.02912694237196,high,0,5,2566.4635797513997,3078.746218917387
1,1.5,2,1,1,1,3.7400434001882403,summer,103.51878372557056,low,0,4,2111.4381840384804,2532.33186952894
4,3.0,1,0,0,2,5.673527519065809,summer,205.27368809680038,low,0,6,4907.754622171459,5894.880030951964
4,3.0,1,1,1,2,5.379244721540183,summer,218.35924953262568,low,1,1,4858.929784077253,5834.182771599311
2,3.0,2,3,2,1,5.251847701507318,summer,131.88605099908028,high,1,5,3073.9487574820146,3680.6048891829914
1,2.25,1,1,2,0,7.3911887777561835,summer,79.65240165944681,low,0,4,1879.6905368990492,2259.2177869074685
2,3.0,2,3,4,2,5.8424766155447685,summer,117.46268105502335,medium,0,4,3515.0943791946675,4227.35284885725
0,2.25,2,0,0,0,3.7859046678190156,summer,83.82420172090735,low,1,4,1837.0818078482168,2204.5306413781086
4,1.5,2,0,1,2,4.474841815667823,summer,198.3898432980016,low,1,6,3631.4408107532745,4355.78242528718
0,1.5,2,2,2,2,6.554731786826427,summer,54.147679706929324,low,0,2,1885.0557075503375,2260.5576002532507
2,2.25,1,3,2,1,6.618113780279858,summer,94.0308391563288,medium,0,1,2331.555637136716,2793.8221225287666
3,3.0,2,2,1,1,3.258389024681061,winter,219.36607467044482,low,0,6,2695.744408130556,3230.872416766086
4,1.5,2,2,1,2,4.226033054419019,winter,249.9366247709133,medium,0,1,2427.9208178497415,2915.2130793632814
3,3.0,1,2,4,2,7.599870782065699,summer,153.23652120827433,high,1,3,3753.795504710085,4499.499385960864
1,1.5,2,3,4,1,5.476347720598577,winter,112.39010387251297,medium,0,3,2060.3549067491163,2462.0856636779963
4,3.0,2,1,0,1,5.344757724307366,winter,234.21733132318633,medium,1,1,3481.1902257134116,4183.39238274421
0,2.25,1,3,4,0,3.3276625913262903,winter,50.0,low,0,3,949.6182621886617,1136.6714592309343
3,2.25,1,1,4,0,5.713734565204598,summer,184.2051488701847,medium,1,1,2787.713404671705,3343.916035314034
1,3.0,2,3,3,0,3.410840790474014,summer,64.86126142500345,high,1,1,2247.479126639167,2701.505210604796
4,1.5,2,0,1,1,4.977887139462385,summer,212.03594894588457,low,0,1,3520.40307888158,4211.205294360006
1,1.5,2,0,4,1,3.793727418832485,winter,101.65023555057869,low,0,1,1979.448607456623,2372.1375103651862
0,2.25,1,1,3,0,8.864914877057302,summer,55.473707572848284,medium,0,0,959.3320331561395,1145.9178350473537
4,1.5,2,2,3,1,4.3885797060565945,winter,214.25418390404974,medium,1,3,2553.1625267695617,3065.3326427359684
1,3.0,2,2,4,0,3.883514114874173,summer,81.69388499184157,low,0,3,2472.6598475718897,2967.206575788703
2,2.25,2,2,2,0,8.943095826058734,summer,134.83451574206816,low,0,3,4171.465355985978,4998.729979157699
4,3.0,2,2,4,0,7.353174416235619,summer,223.03066662272641,low,1,1,7108.436365915344,8519.972426703393
4,2.25,1,3,4,2,9.657339336901629,winter,183.161500229451,low,0,4,3869.896295337395,4631.916003933765
4,3.0,1,0,1,0,7.388844552654666,summer,210.24806959914565,low,0,6,6081.434817051645,7298.816761158418
4,2.25,2,3,2,2,7.733717066273353,summer,227.9794848449556,low,1,2,6184.589618477497,7422.257330795176
2,1.5,1,3,0,0,5.529564391955224,winter,178.28718879908976,medium,1,2,1527.5369341897408,1828.0801671804602
0,3.0,2,3,4,2,8.219512292013352,summer,97.37328755582782,low,0,6,1988.7112846878256,2387.4944475937205
2,2.25,1,1,4,0,7.076039299960052,winter,119.65771127556758,medium,1,2,1975.1985422551047,2370.418194106581
2,2.25,1,0,1,1,4.112466304094443,summer,139.3953986150765,medium,1,2,1819.0712906946846,2183.560871345534
1,3.0,1,1,0,2,4.087740297314731,summer,97.77163892501423,medium,1,6,1725.2610200886895,2064.653269210976
3,2.25,2,2,3,0,7.5039939887801985,summer,128.79758952572823,high,0,3,3649.2815338803666,4375.474334754232
3,2.25,2,0,2,1,4.904869650145734,summer,155.64975970037912,high,1,5,3152.1310162788427,3789.282670138756
1,2.25,1,1,0,1,6.807653327844177,winter,61.66354285803051,medium,1,1,1520.3539943650842,1820.6521473248836
2,2.25,2,1,4,0,4.347069411662134,winter,124.70347977984419,medium,0,4,2268.4318894620505,2713.1927093101326
1,1.5,1,3,3,1,5.935157427143244,winter,91.80396520308292,medium,0,6,1217.9048121380954,1456.1737216981362
4,2.25,2,1,1,1,9.037074063874323,summer,203.22367483966656,high,1,0,4898.737074292987,5876.473755480209
1,3.0,1,1,4,1,7.834474207450203,summer,88.53415859516463,high,0,0,1865.6921695590956,2235.1756075149215
1,2.25,1,2,1,0,6.411342939345085,summer,79.01857980011769,medium,1,3,1669.705574963909,2001.9677380942235
4,3.0,2,2,2,2,6.440394009744059,winter,213.60203365513587,low,0,4,4299.117635737096,5154.3081472334425
3,2.25,2,1,1,0,5.711459004107942,winter,168.59961607024002,low,0,2,2954.07737577196,3547.318248862714
4,2.25,1,1,0,0,7.565638881611537,winter,188.57715386852493,medium,1,2,2594.747480191896,3115.3456935405275
0,1.5,2,1,0,2,4.31844535304947,winter,99.54497571834108,high,0,1,1788.0604897081873,2151.011951765441
1,2.25,1,3,2,0,5.360136095370495,summer,96.53636909344716,medium,1,4,1701.8064379727389,2050.880741075861
1,2.25,1,3,2,2,7.757709280520587,summer,108.29807640733986,high,0,1,1710.2105990322555,2047.0167233400084
3,1.5,2,3,2,1,8.053811539200755,winter,153.85883157754898,low,1,3,3174.6257850597485,3807.197154281163
2,2.25,2,2,0,1,9.201789967643887,summer,121.4587047974575,medium,0,3,3708.992965996685,4447.568721927517
4,1.5,2,0,4,0,5.134605596116586,summer,204.25080644332712,low,1,5,3811.826832229801,4574.455768364434
2,1.5,2,3,0,0,8.969136092840165,summer,153.64850470445955,high,1,0,2891.795081335476,3470.8622442503233
0,1.5,1,3,1,1,8.768380591499435,summer,50.0,medium,0,0,1017.6590642296516,1216.6574356340434
4,1.5,1,1,2,2,3.0713309233977246,summer,198.55746110238098,medium,0,4,1775.5901922598725,2136.8422468758854
0,3.0,1,3,3,1,7.7082271617376525,summer,50.0,low,1,6,1237.0710817640306,1479.989022705612
0,2.25,2,0,0,0,8.369592872853772,winter,71.71921657745264,high,0,5,1717.3156589172534,2063.3476369210243
0,2.25,2,2,3,1,3.0276929862837867,winter,50.0,medium,1,1,1878.125450867954,2252.4685484077468
4,2.25,1,3,4,1,6.456829351441383,winter,166.45349288500205,low,0,4,2849.295981702488,3420.21364877256
4,2.25,2,2,0,2,9.670043834099204,summer,217.79798977533335,high,1,1,5203.406203855222,6240.407290678632
3,1.5,2,3,4,1,9.675321433906646,winter,153.4630823959057,medium,1,0,3131.1211416749675,3761.1179895399714
1,3.0,2,2,4,2,8.183182181071476,winter,101.37419753443984,medium,1,1,2775.5865242038894,3332.5589430071554
2,2.25,1,2,0,1,8.821665417593485,summer,131.8163160468353,low,0,2,3292.2983919982053,3950.3799209350777
2,3.0,1,3,0,2,5.152842413823014,summer,107.12318803222274,high,0,1,2069.2971142266097,2486.4946049027894
0,1.5,2,3,4,2,6.227458097962742,winter,50.0,low,0,0,1901.358590284829,2281.419800058824
4,3.0,1,2,2,1,9.966774722184812,summer,193.28755623059305,high,1,3,5503.027226438836,6601.050728132418
4,2.25,1,0,0,1,8.651118430626106,summer,195.0536493010889,low,1,4,5701.351176883931,6834.670446119964
0,2.25,1,0,4,1,3.3121839896975325,winter,50.0,medium,1,0,1053.4839469023486,1259.7952042296454
1,2.25,1,0,1,2,3.3816967000571054,summer,83.54546564704195,high,1,0,1301.5053519856829,1552.103499728455
2,1.5,1,0,3,0,7.057389291136876,winter,144.2595768465123,medium,1,2,1667.0204536682156,2004.0742687871987
3,1.5,2,3,1,0,5.613116255493482,summer,215.93529889073125,medium,1,1,3190.951785361767,3831.99335632992
1,3.0,1,1,0,2,4.6524122817233255,winter,82.60475483742923,high,0,1,1207.1743752075781,1442.9777321840188
4,3.0,2,2,0,2,5.240826887441988,summer,210.64919801053566,high,1,4,4321.968114327818,5183.924356153129
0,3.0,2,0,0,2,9.712656732436354,winter,50.0,medium,0,5,1847.3750827212386,2217.329918529221
2,3.0,1,0,0,1,5.250972684463672,winter,117.34383156627746,low,1,3,2006.1274033413044,2398.2447042911717
0,1.5,1,1,1,1,5.532839607461883,winter,50.0,medium,1,5,1173.4838295176107,1406.8432201175015
4,1.5,1,1,2,1,6.159213002107224,summer,211.36896318499896,high,1,1,2459.255585625337,2940.688450599027
0,2.25,1,3,4,0,4.126062195422301,winter,73.87182313663811,high,1,3,1158.2454369117545,1386.7282605945327
2,1.5,2,2,4,1,5.725336073226966,summer,133.03633075454215,high,0,1,2468.213316090313,2950.1139755893887
0,1.5,2,2,4,0,7.525883893478041,winter,50.0,high,1,3,2098.41332397251,2521.069476647241
2,1.5,2,1,3,1,4.814551205532306,summer,138.80219618016343,low,0,6,2656.400673447958,3190.4095791823725
0,1.5,1,1,0,0,7.360440089826026,summer,50.0,medium,0,1,858.0191355601116,1033.0300389554397
0,1.5,2,1,1,2,4.713140560775523,winter,50.0,medium,0,3,1809.273070548873,2166.9150329227073
2,2.25,2,3,1,2,8.506815970545922,winter,150.31752730355058,low,0,1,3127.328141313785,3754.7249795094394
0,2.25,1,2,1,2,9.562198680527537,winter,73.60201265775112,high,1,5,1258.5190643767721,1515.1865940527011
1,2.25,1,1,2,0,6.110937915110849,summer,78.29085009818516,medium,0,6,1557.251714903615,1874.6406782031577
3,2.25,1,0,0,0,9.744693624226986,summer,186.23421788961872,medium,1,0,4074.561016392776,4880.671644289054
1,2.25,2,2,4,1,7.650671366161547,winter,82.5309019790312,medium,1,6,2407.1226638874814,2890.1455008075022
3,2.25,1,2,4,0,7.981465766694804,summer,140.47321871170004,medium,0,3,3399.5450411383304,4082.367347383187
1,1.5,2,0,0,0,6.579391549058757,winter,109.45475540812666,high,0,0,1907.8262082209653,2290.597154777899
3,1.5,1,0,4,1,4.592205763586948,summer,162.7103400018705,high,0,4,1696.0868876462425,2032.125364033699
0,1.5,2,2,4,0,9.578081694473106,winter,63.59006317856658,high,0,0,1887.841296229824,2266.4099949132974
2,3.0,2,2,0,0,9.788870867788333,winter,96.92056117256996,high,1,6,3148.090465929875,3776.7765313973837
2,1.5,1,1,1,2,8.89385499126331,winter,128.72026255831048,low,0,1,1866.451882884454,2233.8926998845673
4,1.5,2,3,3,1,6.244577067822857,winter,194.45548733546795,high,0,6,2603.503054525639,3123.495399511416
3,1.5,1,3,0,2,4.198521630830628,winter,198.20499126209148,high,1,0,1528.1438583889185,1834.6334075235313
4,3.0,1,1,4,0,3.6278694887531744,winter,204.1714298235635,high,1,4,1925.4257041602002,2303.7603307625554
4,1.5,1,0,4,1,6.531860747206658,winter,226.6589175151435,high,0,2,1733.7632539745423,2086.484937415936
3,3.0,2,0,3,1,5.13657360222314,summer,177.00322822614422,high,0,6,3467.62290734278,4160.45010557047
2,3.0,2,0,3,2,8.99765324382221,summer,119.35268155752462,high,1,1,4023.2472286486422,4823.162976284888
3,1.5,2,0,3,2,6.806448845181112,winter,189.00451643247115,low,1,2,2964.6240461731913,3557.952824712654
0,2.25,1,1,0,2,9.444945974437436,summer,50.0,low,0,4,1029.572347516017,1231.655550791829
4,2.25,2,2,1,1,8.077143837762966,winter,219.96447848508578,medium,0,1,3598.0280337212193,4317.404109634361
4,2.25,2,1,3,1,6.165521798246504,summer,215.41398881495164,medium,1,5,4458.18702456975,5351.1905326279975
3,2.25,1,0,2,1,8.20168011847456,winter,178.16067293044523,medium,0,0,2279.412817646981,2728.8277525888093
4,3.0,1,1,1,1,9.776603970711307,winter,218.82250208948415,low,0,1,4655.677499094312,5586.150895960727
2,3.0,1,3,3,0,6.9401716141133045,summer,143.77812946496272,medium,0,1,2851.1001212315173,3423.880362123769
4,3.0,1,3,4,2,5.198680711230477,winter,220.01003245657552,medium,0,2,2518.8666458890198,3023.74036062541
3,1.5,1,0,0,1,5.602645161506235,summer,172.06979671290205,low,1,6,2546.987914921458,3067.9634619009585
2,1.5,1,1,4,0,7.342442448271212,winter,140.68173844399954,low,0,0,1641.1405967476703,1969.4581641940774
2,1.5,1,3,4,2,9.802488391660656,winter,133.1935865146171,medium,0,6,1882.70954664248,2257.4997233071067
4,2.25,2,2,0,1,6.3044536574327585,winter,217.8266429419583,high,1,0,3026.97591521326,3635.081517935214
3,3.0,1,0,1,0,7.962693699935935,winter,102.94741013453125,medium,1,3,2749.745454641437,3302.3363591050547
4,2.25,1,1,4,1,4.254224719403945,winter,181.9605680132408,medium,1,3,2079.9936947545525,2493.3017695779668
0,3.0,1,0,1,0,7.343096530484127,summer,65.90547890921239,high,1,3,1035.020068786249,1246.5737871132478
0,1.5,1,3,0,2,8.13721308527564,summer,52.02199971270578,medium,1,3,1279.6922123073443,1546.3563995022423
2,3.0,1,2,3,0,5.963372788117734,winter,96.70698421125294,medium,1,4,1911.7857191566723,2282.4768754245047
4,3.0,2,3,4,2,7.45440261872669,winter,209.6433168255211,low,0,2,4739.090990811578,5678.811389214995
0,3.0,1,0,4,0,4.5893978870540355,winter,53.55916752971467,medium,1,3,1113.2762134823909,1338.888152305086
1,3.0,2,2,0,0,6.215900967922682,summer,114.05501210250279,low,0,0,2864.369499498967,3436.707718462696
0,2.25,2,1,0,1,8.779045547362657,winter,51.224133784477715,medium,0,2,1807.3106280984853,2170.2143980963656
4,3.0,1,3,3,0,4.3975209378358535,summer,235.98470753709233,high,0,0,2837.4079898440336,3402.7854000474276
4,3.0,1,2,0,1,3.6235102022582892,winter,221.11353429201296,low,1,0,2368.203119316986,2846.222681678084
0,3.0,1,0,2,2,7.874965369638245,winter,50.0,low,1,5,1214.8949254831439,1458.6619806043363
4,3.0,2,1,2,0,5.19470688597846,summer,191.56167397248927,low,1,3,5579.346499134718,6700.884031715099
4,1.5,1,0,0,1,6.416700489824884,summer,208.86788368368917,high,1,2,2489.229464610692,2981.581116771242
1,2.25,2,0,3,1,9.24280046577746,winter,100.23914264273337,high,1,4,2337.598349450456,2799.8115478001823
2,3.0,2,1,2,2,4.2111248423631045,summer,153.21725008599503,high,1,4,2908.9641544209367,3496.268164547214
4,1.5,1,2,4,0,8.411149812580177,winter,213.76965613858948,high,0,4,1964.2335277342531,2361.002748962084
3,2.25,1,2,3,0,6.546844748689606,summer,169.834255114871,high,0,4,2536.170844317292,3038.3811078568483
2,2.25,2,1,0,1,3.326295627728394,summer,92.97618809065845,high,1,1,2491.2821019889698,2986.692419884279
2,2.25,2,1,2,1,4.2564190543171465,summer,147.45526691811344,high,0,2,2469.2131751717243,2962.8431777979313
3,2.25,1,0,3,0,6.468674148682283,summer,191.01814160956158,high,1,0,2664.155621316308,3189.009352981074
0,1.5,1,0,4,2,4.572236107455499,summer,50.0,high,1,1,1196.367386794542,1433.1271733548901
1,2.25,2,3,0,1,5.487999211777284,summer,104.50504159299142,high,0,3,2251.8523336115645,2696.670867903396
4,1.5,2,1,1,0,7.852766713972253,summer,203.7608457598711,medium,1,6,4021.869477567709,4826.441567761244
0,3.0,1,3,2,0,8.932879461889216,summer,50.0,medium,1,1,1167.17370575183,1393.9769079708256
3,1.5,2,1,4,1,6.08549169079161,summer,171.24337198667732,medium,1,6,3324.733791199,3990.018493375871
1,2.25,1,3,3,0,6.563945076404599,winter,72.66304953470743,low,0,2,1425.1151410886318,1712.3529328218626
1,2.25,1,0,2,2,7.13322102455531,summer,126.85732574306198,medium,1,6,1948.334900002539,2332.8866841663603
1,2.25,1,0,2,1,4.188487958971311,winter,71.3410647270185,low,0,0,1202.9675050739847,1448.2720437668786
3,2.25,2,2,0,2,7.18232513551558,winter,149.2973379075359,medium,1,1,3237.710772695802,3883.509290786277
0,1.5,2,3,4,2,8.663776665681574,summer,65.48147411001501,high,1,0,2162.1783386028815,2591.036444773797
4,2.25,2,1,2,2,9.265464082883252,winter,214.22297192880026,medium,1,5,4069.0443812761696,4881.603642407835
1,2.25,1,3,2,2,4.337627270364038,winter,86.05237350286887,medium,0,4,1222.4248373840428,1464.6316451428
1,1.5,1,0,4,2,8.996161705742066,summer,81.08783448125467,medium,1,5,1840.0806012771889,2203.955491819211
0,2.25,1,2,3,1,9.129001594222833,winter,50.0,low,1,2,1156.8195256598217,1395.6273295666326
1,1.5,2,3,0,0,8.34026143704197,winter,73.26929192136292,high,0,0,2049.515339663379,2451.6205186505777
1,1.5,1,0,2,1,8.733924314916328,winter,129.593892068902,high,0,4,1210.421660427104,1451.7779630154673
3,2.25,1,1,4,0,6.105010106958358,winter,150.1975551274753,low,0,6,2254.433344100759,2714.1345538746236
2,1.5,1,2,1,0,9.798872744125916,summer,107.61397306884402,low,1,3,2798.682277535984,3368.0714087004394
0,3.0,2,0,3,0,8.024844549344017,summer,56.47523528671084,high,1,0,2029.148688811455,2433.1992580040173
0,3.0,2,1,0,2,4.802664021698892,summer,89.74971515890991,low,0,2,1816.6118673696162,2181.2934874627836
0,1.5,2,3,1,2,3.2061608575509966,winter,82.22939165915331,low,0,4,1807.1770216036875,2166.8579671037837
3,2.25,2,1,3,0,4.228192405712811,summer,188.75904915231985,medium,1,6,3314.6495295971936,3973.7722229222086
3,1.5,2,1,2,0,8.220540874143882,winter,169.05470305392438,medium,1,0,2859.6561359050893,3419.274570831458
4,1.5,2,1,0,0,9.034931566035798,winter,213.5975825252263,high,1,6,2987.892323181228,3585.4940545955546
3,2.25,2,2,3,0,3.612431001734773,winter,126.96694807873985,low,0,1,2527.8663323502647,3030.71202352436
0,1.5,1,0,3,2,7.57954683318605,winter,92.2679939341342,high,0,6,1028.9524672112634,1231.4880970591923
4,1.5,1,0,3,1,5.5830677647740545,winter,225.65315342808927,low,1,5,2200.9881161325343,2643.2563455996165
2,1.5,1,1,3,1,7.113614908101798,summer,171.81379868201105,high,0,6,1753.6533872565672,2107.746880580333
1,2.25,1,3,1,2,8.941575193613534,summer,93.61091796999908,low,1,6,2492.78600599732,2988.0341834936266
1,2.25,2,3,0,1,5.995639451216276,summer,101.31898159193273,high,0,2,2306.6902081643425,2763.3463504382557
4,2.25,2,0,2,2,4.312010475825093,summer,230.29554832769838,medium,1,4,3768.45644730059,4515.495108153696
2,3.0,1,3,0,2,3.7944989556576534,summer,89.77333635874592,medium,0,2,1972.5466706790257,2362.548488097764
1,1.5,1,1,1,0,9.989092991401863,winter,84.2232314937674,low,0,1,1378.6195576809528,1644.6357541159753
4,1.5,2,0,0,0,8.371315696097469,summer,217.18529313095559,medium,0,3,3987.931083435778,4789.071700162949
3,2.25,2,0,1,0,3.380130997410648,summer,211.32664114579933,high,0,6,2563.1135154455887,3072.8804175969776
0,1.5,2,3,1,2,4.201299946395389,winter,76.13454773356409,low,1,6,2078.3003784825837,2504.2133022575936
2,2.25,1,0,1,1,7.795210776723653,summer,147.3008212074563,high,0,2,2187.336032957996,2616.299835796179
1,2.25,2,2,1,2,5.959724935561422,summer,94.18309299810264,medium,1,4,2729.6597026764434,3274.967243405317
0,3.0,1,1,3,1,7.344562468288623,winter,50.0,high,1,5,1228.0551155509272,1471.134502014687
4,1.5,2,2,0,2,6.955216339653389,summer,185.537367477051,medium,0,6,3737.4163532686916,4486.592307754098
1,1.5,2,0,4,0,4.099300642136498,winter,107.5436026306962,low,0,0,1944.0456750901533,2330.3842469716255
0,1.5,1,3,1,2,6.075914550476421,summer,50.0,high,1,5,1237.3075303094126,1490.7728003324146
3,3.0,2,2,1,2,6.711143768121282,winter,164.94546513073524,high,0,6,3058.272434646428,3662.2442055858355
2,1.5,1,2,0,2,6.068784174152357,summer,139.50342234091602,medium,0,3,1774.739353633121,2135.721211156204
4,3.0,2,2,3,1,6.366717309497167,winter,200.11138751687335,medium,1,1,3921.3483186963294,4711.496881738043
1,1.5,2,3,2,1,9.925517847439615,winter,114.57565335622124,medium,0,3,2281.251566924506,2736.8634418801335
3,3.0,1,3,1,0,9.896098433784394,summer,170.0867125693535,medium,0,4,4999.296136952158,6003.2922321029755
2,3.0,2,0,3,2,5.46768156878793,summer,118.8230754638364,medium,1,2,3583.859623792993,4302.841929276865
2,2.25,2,3,3,0,8.106365395074928,summer,131.40977125097862,high,1,5,3366.5872164921557,4027.142764543317
3,1.5,2,2,4,2,4.63556611331127,summer,184.78685660804183,medium,1,1,2943.514639896424,3527.8187991294876
1,2.25,2,0,1,0,9.94017706043586,summer,75.72509646942501,low,1,1,3184.17387063954,3828.4355821855906
2,2.25,2,3,3,0,5.896295952160127,summer,121.5778854157399,high,0,6,2770.8617722368026,3329.512302172492
4,1.5,2,1,4,1,7.086967140705529,summer,224.3668891615403,low,0,2,4338.215466948349,5205.4462373254555
0,2.25,2,3,3,1,5.668569061647879,winter,66.50370376992888,low,1,0,2008.6995526755902,2408.5377737079775
4,1.5,2,3,4,2,4.096269418633749,summer,185.24451037644792,medium,0,0,2966.741087549168,3547.714432476947
2,1.5,2,0,4,1,4.077917511436242,winter,135.24019905812844,medium,0,2,2084.8491704194043,2507.9014595345902
0,2.25,1,0,4,2,9.57568735276025,summer,72.25682175867877,high,0,6,1081.8341805364607,1305.8424936505069
3,2.25,2,0,3,2,6.867801641300499,summer,116.39869284789856,low,1,3,4769.088828824491,5722.952275315389
0,2.25,2,1,2,1,9.801154010459914,summer,70.89255235399392,high,1,1,2063.5473364028467,2463.5669250262795
0,1.5,2,1,0,2,5.820025208335515,summer,86.51335658761465,medium,0,6,1835.1168043609932,2203.5037523040173
0,2.25,1,3,4,2,6.318621283522716,winter,56.45490039551228,high,1,1,1232.1281117435285,1485.551993796555
2,3.0,1,3,1,2,4.527853741631606,winter,111.48437789586791,high,1,0,1685.9919436092703,2019.84672394932
1,3.0,1,0,0,1,3.733433675637815,winter,93.96915530977941,low,1,6,1419.5621133152547,1710.2110617306573
2,2.25,1,0,2,1,8.479880270725513,winter,129.32989451570916,medium,1,1,2020.695138778024,2439.7061898798665
1,1.5,1,1,0,1,5.771961108810875,summer,59.110472468984995,medium,0,5,1298.3514060784696,1550.3484404624396
3,2.25,1,1,0,1,8.506231065457918,summer,127.91857947031568,low,1,1,4472.038522696345,5364.637168766218
3,1.5,2,0,2,1,6.133542421328107,summer,148.7083075232285,medium,1,4,3277.1920562803616,3928.3656815389163
3,2.25,1,3,1,1,9.473854720328394,winter,128.79255867047158,medium,1,2,2700.4171543172565,3242.105378237245
3,1.5,2,1,4,0,9.188255388154385,summer,158.48940594802687,medium,0,6,3715.812749889689,4461.065893920714
